valueid,datavalue,valuedatetime,utc_offset
1076359999,5.2,2026-01-07 01:00:00,-5
1076364270,5.2,2026-01-07 01:15:00,-5
1076368889,5.2,2026-01-07 01:30:00,-5
1076373146,5.2,2026-01-07 01:45:00,-5
1076377555,5.2,2026-01-07 02:00:00,-5
1076382131,5.2,2026-01-07 02:15:00,-5
1076386507,5.2,2026-01-07 02:30:00,-5
1076391103,5.2,2026-01-07 02:45:00,-5
1076395552,5.2,2026-01-07 03:00:00,-5
1076400056,5.2,2026-01-07 03:15:00,-5
1076404548,5.23,2026-01-07 03:30:00,-5
1076408808,5.3,2026-01-07 03:45:00,-5
1076413240,5.3,2026-01-07 04:00:00,-5
1076417858,5.3,2026-01-07 04:15:00,-5
1076422151,5.3,2026-01-07 04:30:00,-5
1076426533,5.3,2026-01-07 04:45:00,-5
1076430880,5.3,2026-01-07 05:00:00,-5
1076435356,5.3,2026-01-07 05:15:00,-5
1076439856,5.3,2026-01-07 05:30:00,-5
1076444274,5.3,2026-01-07 05:45:00,-5
1076448671,5.3,2026-01-07 06:00:00,-5
1076453392,5.27,2026-01-07 06:15:00,-5
1076457852,5.2,2026-01-07 06:30:00,-5
1076462152,5.2,2026-01-07 06:45:00,-5
1076466670,5.2,2026-01-07 07:00:00,-5
1076471308,5.2,2026-01-07 07:15:00,-5
1076475838,5.1,2026-01-07 07:30:00,-5
1076480322,5.1,2026-01-07 07:45:00,-5
1076484594,5.12,2026-01-07 08:00:00,-5
1076489153,5.1,2026-01-07 08:15:00,-5
1076493602,5.2,2026-01-07 08:30:00,-5
1076498007,5.2,2026-01-07 08:45:00,-5
1076502490,5.2,2026-01-07 09:00:00,-5
1076507134,5.2,2026-01-07 09:15:00,-5
1076511797,5.3,2026-01-07 09:30:00,-5
1076516165,5.4,2026-01-07 09:45:00,-5
1076520793,5.5,2026-01-07 10:00:00,-5
1076525465,5.6,2026-01-07 10:15:00,-5
1076530428,5.8,2026-01-07 10:30:00,-5
1076534966,6.0,2026-01-07 10:45:00,-5
1076539423,6.2,2026-01-07 11:00:00,-5
1076543979,6.3,2026-01-07 11:15:00,-5
1076548812,6.4,2026-01-07 11:30:00,-5
1076553709,6.5,2026-01-07 11:45:00,-5
1076558721,6.6,2026-01-07 12:00:00,-5
1076563636,6.8,2026-01-07 12:15:00,-5
1076568380,6.9,2026-01-07 12:30:00,-5
1076573324,7.0,2026-01-07 12:45:00,-5
1076578197,7.2,2026-01-07 13:00:00,-5
1076583144,7.3,2026-01-07 13:15:00,-5
1076588072,7.4,2026-01-07 13:30:00,-5
1076592947,7.5,2026-01-07 13:45:00,-5
1076597615,7.6,2026-01-07 14:00:00,-5
1076602350,7.6,2026-01-07 14:15:00,-5
1076606911,7.7,2026-01-07 14:30:00,-5
1076611741,7.7,2026-01-07 14:45:00,-5
1076623408,7.8,2026-01-07 15:00:00,-5
1076628341,7.8,2026-01-07 15:15:00,-5
1076633298,7.8,2026-01-07 15:30:00,-5
1076638120,7.8,2026-01-07 15:45:00,-5
1076646053,7.8,2026-01-07 16:00:00,-5
1076650978,7.8,2026-01-07 16:15:00,-5
1076655793,7.8,2026-01-07 16:30:00,-5
1076660704,7.7,2026-01-07 16:45:00,-5
1076665525,7.7,2026-01-07 17:00:00,-5
1076670292,7.6,2026-01-07 17:15:00,-5
1076675103,7.5,2026-01-07 17:30:00,-5
1076679838,7.4,2026-01-07 17:45:00,-5
1076684765,7.3,2026-01-07 18:00:00,-5
1076689791,7.2,2026-01-07 18:15:00,-5
1076694263,7.1,2026-01-07 18:30:00,-5
1076698851,7.0,2026-01-07 18:45:00,-5
1076703402,6.9,2026-01-07 19:00:00,-5
1076708330,6.8,2026-01-07 19:15:00,-5
1076713188,6.8,2026-01-07 19:30:00,-5
1076717659,6.7,2026-01-07 19:45:00,-5
1076722147,6.6,2026-01-07 20:00:00,-5
1076726875,6.6,2026-01-07 20:15:00,-5
1076731155,6.5,2026-01-07 20:30:00,-5
1076735750,6.5,2026-01-07 20:45:00,-5
1076740115,6.4,2026-01-07 21:00:00,-5
1076744595,6.3,2026-01-07 21:15:00,-5
1076749138,6.3,2026-01-07 21:30:00,-5
1076753533,6.2,2026-01-07 21:45:00,-5
1076757964,6.1,2026-01-07 22:00:00,-5
1076762566,6.1,2026-01-07 22:15:00,-5
1076767028,6.0,2026-01-07 22:30:00,-5
1076771522,5.9,2026-01-07 22:45:00,-5
1076775842,5.9,2026-01-07 23:00:00,-5
1076780343,5.8,2026-01-07 23:15:00,-5
1076784998,5.7,2026-01-07 23:30:00,-5
1076789363,5.7,2026-01-07 23:45:00,-5
1076793798,5.6,2026-01-08 00:00:00,-5
1076798376,5.6,2026-01-08 00:15:00,-5
1076802802,5.5,2026-01-08 00:30:00,-5
1076807149,5.4,2026-01-08 00:45:00,-5
1076811551,5.4,2026-01-08 01:00:00,-5
1076816037,5.4,2026-01-08 01:15:00,-5
1076820755,5.3,2026-01-08 01:30:00,-5
1076825038,5.3,2026-01-08 01:45:00,-5
1076829488,5.3,2026-01-08 02:00:00,-5
1076834121,5.3,2026-01-08 02:15:00,-5
1076838724,5.3,2026-01-08 02:30:00,-5
1076843060,5.3,2026-01-08 02:45:00,-5
1076847513,5.3,2026-01-08 03:00:00,-5
1076852163,5.3,2026-01-08 03:15:00,-5
1076856798,5.3,2026-01-08 03:30:00,-5
1076861216,5.2,2026-01-08 03:45:00,-5
1076865723,5.2,2026-01-08 04:00:00,-5
1076870409,5.2,2026-01-08 04:15:00,-5
1076874725,5.1,2026-01-08 04:30:00,-5
1076879123,5.1,2026-01-08 04:45:00,-5
1076883631,5.0,2026-01-08 05:00:00,-5
1076888271,5.0,2026-01-08 05:15:00,-5
1076892585,4.9,2026-01-08 05:30:00,-5
1076897059,4.8,2026-01-08 05:45:00,-5
1076901499,4.8,2026-01-08 06:00:00,-5
1076906116,4.7,2026-01-08 06:15:00,-5
1076910465,4.7,2026-01-08 06:30:00,-5
1076914884,4.7,2026-01-08 06:45:00,-5
1076919354,4.6,2026-01-08 07:00:00,-5
1076923768,4.6,2026-01-08 07:15:00,-5
1076928370,4.52,2026-01-08 07:30:00,-5
1076932768,4.5,2026-01-08 07:45:00,-5
1076937283,4.5,2026-01-08 08:00:00,-5
1076941791,4.4,2026-01-08 08:15:00,-5
1076946353,4.4,2026-01-08 08:30:00,-5
1076950847,4.4,2026-01-08 08:45:00,-5
1076955287,4.4,2026-01-08 09:00:00,-5
1076996695,4.5,2026-01-08 09:15:00,-5
1077001217,4.5,2026-01-08 09:30:00,-5
1077005954,4.6,2026-01-08 09:45:00,-5
1077010283,4.7,2026-01-08 10:00:00,-5
1077015094,4.8,2026-01-08 10:15:00,-5
1077020064,4.9,2026-01-08 10:30:00,-5
1077024671,5.0,2026-01-08 10:45:00,-5
1077029232,5.1,2026-01-08 11:00:00,-5
1077034097,5.2,2026-01-08 11:15:00,-5
1077038979,5.3,2026-01-08 11:30:00,-5
1077043829,5.5,2026-01-08 11:45:00,-5
1077048734,5.6,2026-01-08 12:00:00,-5
1077053554,5.8,2026-01-08 12:15:00,-5
1077058461,5.9,2026-01-08 12:30:00,-5
1077063362,6.1,2026-01-08 12:45:00,-5
1077068172,6.2,2026-01-08 13:00:00,-5
1077073165,6.3,2026-01-08 13:15:00,-5
1077078289,6.4,2026-01-08 13:30:00,-5
1077082946,6.5,2026-01-08 13:45:00,-5
1077087893,6.6,2026-01-08 14:00:00,-5
1077092949,6.7,2026-01-08 14:15:00,-5
1077097755,6.8,2026-01-08 14:30:00,-5
1077102635,6.8,2026-01-08 14:45:00,-5
1077107541,6.9,2026-01-08 15:00:00,-5
1077112507,6.9,2026-01-08 15:15:00,-5
1077117551,7.0,2026-01-08 15:30:00,-5
1077122579,7.0,2026-01-08 15:45:00,-5
1077127320,7.0,2026-01-08 16:00:00,-5
1077132288,7.0,2026-01-08 16:15:00,-5
1077137136,6.9,2026-01-08 16:30:00,-5
1077141985,6.9,2026-01-08 16:45:00,-5
1077146895,6.8,2026-01-08 17:00:00,-5
1077151858,6.8,2026-01-08 17:15:00,-5
1077156785,6.7,2026-01-08 17:30:00,-5
1077161622,6.6,2026-01-08 17:45:00,-5
1077166501,6.6,2026-01-08 18:00:00,-5
1077171666,6.5,2026-01-08 18:15:00,-5
1077176319,6.4,2026-01-08 18:30:00,-5
1077181118,6.4,2026-01-08 18:45:00,-5
1077185840,6.3,2026-01-08 19:00:00,-5
1077190674,6.2,2026-01-08 19:15:00,-5
1077195610,6.1,2026-01-08 19:30:00,-5
1077200265,6.0,2026-01-08 19:45:00,-5
1077204918,6.0,2026-01-08 20:00:00,-5
1077209525,5.9,2026-01-08 20:15:00,-5
1077213999,5.8,2026-01-08 20:30:00,-5
1077218624,5.73,2026-01-08 20:45:00,-5
1077223202,5.7,2026-01-08 21:00:00,-5
1077227745,5.6,2026-01-08 21:15:00,-5
1077232457,5.5,2026-01-08 21:30:00,-5
1077237088,5.5,2026-01-08 21:45:00,-5
1077241500,5.4,2026-01-08 22:00:00,-5
1077246072,5.4,2026-01-08 22:15:00,-5
1077250487,5.3,2026-01-08 22:30:00,-5
1077254795,5.3,2026-01-08 22:45:00,-5
1077259380,5.2,2026-01-08 23:00:00,-5
1077263905,5.2,2026-01-08 23:15:00,-5
1077268349,5.1,2026-01-08 23:30:00,-5
1077272928,5.1,2026-01-08 23:45:00,-5
1077277296,5.0,2026-01-09 00:00:00,-5
1077281872,5.0,2026-01-09 00:15:00,-5
1077286327,4.9,2026-01-09 00:30:00,-5
1077290648,4.9,2026-01-09 00:45:00,-5
1077295203,4.8,2026-01-09 01:00:00,-5
1077299869,4.8,2026-01-09 01:15:00,-5
1077304335,4.7,2026-01-09 01:30:00,-5
1077308792,4.7,2026-01-09 01:45:00,-5
1077313198,4.6,2026-01-09 02:00:00,-5
1077317849,4.6,2026-01-09 02:15:00,-5
1077322259,4.57,2026-01-09 02:30:00,-5
1077326717,4.57,2026-01-09 02:45:00,-5
1077331199,4.55,2026-01-09 03:00:00,-5
1077335686,4.5,2026-01-09 03:15:00,-5
1077340392,4.5,2026-01-09 03:30:00,-5
1077344858,4.5,2026-01-09 03:45:00,-5
1077349413,4.6,2026-01-09 04:00:00,-5
1077353858,4.6,2026-01-09 04:15:00,-5
1077358367,4.6,2026-01-09 04:30:00,-5
1077362977,4.6,2026-01-09 04:45:00,-5
1077367297,4.6,2026-01-09 05:00:00,-5
1077371912,4.6,2026-01-09 05:15:00,-5
1077376419,4.6,2026-01-09 05:30:00,-5
1077381011,4.5,2026-01-09 05:45:00,-5
1077385563,4.5,2026-01-09 06:00:00,-5
1077390256,4.5,2026-01-09 06:15:00,-5
1077394516,4.43,2026-01-09 06:30:00,-5
1077399068,4.4,2026-01-09 06:45:00,-5
1077403696,4.4,2026-01-09 07:00:00,-5
1077408235,4.3,2026-01-09 07:15:00,-5
1077412880,4.3,2026-01-09 07:30:00,-5
1077417437,4.2,2026-01-09 07:45:00,-5
1077421836,4.2,2026-01-09 08:00:00,-5
1077426352,4.2,2026-01-09 08:15:00,-5
1077430860,4.1,2026-01-09 08:30:00,-5
1077435384,4.1,2026-01-09 08:45:00,-5
1077440003,4.1,2026-01-09 09:00:00,-5
1077444629,4.2,2026-01-09 09:15:00,-5
1077449286,4.2,2026-01-09 09:30:00,-5
1077453940,4.3,2026-01-09 09:45:00,-5
1077458407,4.4,2026-01-09 10:00:00,-5
1077463190,4.5,2026-01-09 10:15:00,-5
1077468117,4.7,2026-01-09 10:30:00,-5
1077472732,4.8,2026-01-09 10:45:00,-5
1077477285,5.0,2026-01-09 11:00:00,-5
1077481975,5.2,2026-01-09 11:15:00,-5
1077486847,5.3,2026-01-09 11:30:00,-5
1077491571,5.5,2026-01-09 11:45:00,-5
1077496555,5.7,2026-01-09 12:00:00,-5
1077501521,5.9,2026-01-09 12:15:00,-5
1077506284,6.0,2026-01-09 12:30:00,-5
1077511256,6.2,2026-01-09 12:45:00,-5
1077516131,6.3,2026-01-09 13:00:00,-5
1077521095,6.5,2026-01-09 13:15:00,-5
1077526120,6.6,2026-01-09 13:30:00,-5
1077531054,6.7,2026-01-09 13:45:00,-5
1077535765,6.8,2026-01-09 14:00:00,-5
1077540717,6.9,2026-01-09 14:15:00,-5
1077545606,6.9,2026-01-09 14:30:00,-5
1077550454,7.0,2026-01-09 14:45:00,-5
1077555363,7.1,2026-01-09 15:00:00,-5
1077560301,7.1,2026-01-09 15:15:00,-5
1077565326,7.2,2026-01-09 15:30:00,-5
1077570143,7.2,2026-01-09 15:45:00,-5
1077574942,7.2,2026-01-09 16:00:00,-5
1077579907,7.2,2026-01-09 16:15:00,-5
1077584626,7.2,2026-01-09 16:30:00,-5
1077589444,7.2,2026-01-09 16:45:00,-5
1077594322,7.2,2026-01-09 17:00:00,-5
1077599067,7.2,2026-01-09 17:15:00,-5
1077603703,7.2,2026-01-09 17:30:00,-5
1077608443,7.2,2026-01-09 17:45:00,-5
1077613091,7.2,2026-01-09 18:00:00,-5
1077618147,7.2,2026-01-09 18:15:00,-5
1077622733,7.28,2026-01-09 18:30:00,-5
1077627512,7.3,2026-01-09 18:45:00,-5
1077632215,7.3,2026-01-09 19:00:00,-5
1077637055,7.3,2026-01-09 19:15:00,-5
1077641898,7.3,2026-01-09 19:30:00,-5
1077646438,7.3,2026-01-09 19:45:00,-5
1077651145,7.3,2026-01-09 20:00:00,-5
1077655770,7.3,2026-01-09 20:15:00,-5
1077660416,7.3,2026-01-09 20:30:00,-5
1077665018,7.3,2026-01-09 20:45:00,-5
1077669561,7.2,2026-01-09 21:00:00,-5
1077674124,7.2,2026-01-09 21:15:00,-5
1077678736,7.2,2026-01-09 21:30:00,-5
1077683380,7.2,2026-01-09 21:45:00,-5
1077687728,7.2,2026-01-09 22:00:00,-5
1077692458,7.2,2026-01-09 22:15:00,-5
1077696988,7.1,2026-01-09 22:30:00,-5
1077701551,7.1,2026-01-09 22:45:00,-5
1077706051,7.1,2026-01-09 23:00:00,-5
1077710583,7.0,2026-01-09 23:15:00,-5
1077715328,7.0,2026-01-09 23:30:00,-5
1077719747,7.0,2026-01-09 23:45:00,-5
1077724203,7.1,2026-01-10 00:00:00,-5
1077728795,7.1,2026-01-10 00:15:00,-5
1077733283,7.1,2026-01-10 00:30:00,-5
1077737771,7.1,2026-01-10 00:45:00,-5
1077742224,7.1,2026-01-10 01:00:00,-5
1077746782,7.1,2026-01-10 01:15:00,-5
1077751590,7.1,2026-01-10 01:30:00,-5
1077756006,7.1,2026-01-10 01:45:00,-5
1077760680,7.1,2026-01-10 02:00:00,-5
1077765176,7.1,2026-01-10 02:15:00,-5
1077769708,7.1,2026-01-10 02:30:00,-5
1077774178,7.1,2026-01-10 02:45:00,-5
1077778672,7.05,2026-01-10 03:00:00,-5
1077783324,7.0,2026-01-10 03:15:00,-5
1077787919,7.0,2026-01-10 03:30:00,-5
1077792509,7.0,2026-01-10 03:45:00,-5
1077796941,7.0,2026-01-10 04:00:00,-5
1077801682,7.0,2026-01-10 04:15:00,-5
1077805968,7.0,2026-01-10 04:30:00,-5
1077810504,7.0,2026-01-10 04:45:00,-5
1077815039,7.0,2026-01-10 05:00:00,-5
1077819626,7.0,2026-01-10 05:15:00,-5
1077824248,7.0,2026-01-10 05:30:00,-5
1077828832,7.0,2026-01-10 05:45:00,-5
1077833321,7.0,2026-01-10 06:00:00,-5
1077837979,7.0,2026-01-10 06:15:00,-5
1077842625,7.0,2026-01-10 06:30:00,-5
1077847157,7.0,2026-01-10 06:45:00,-5
1077851423,7.0,2026-01-10 07:00:00,-5
1077856079,7.0,2026-01-10 07:15:00,-5
1077860665,7.0,2026-01-10 07:30:00,-5
1077865161,7.0,2026-01-10 07:45:00,-5
1077869793,7.0,2026-01-10 08:00:00,-5
1077874361,7.0,2026-01-10 08:15:00,-5
1077878707,7.0,2026-01-10 08:30:00,-5
1077883270,7.0,2026-01-10 08:45:00,-5
1077887796,7.0,2026-01-10 09:00:00,-5
1077892347,7.0,2026-01-10 09:15:00,-5
1077896956,7.0,2026-01-10 09:30:00,-5
1077901538,7.0,2026-01-10 09:45:00,-5
1077906026,7.0,2026-01-10 10:00:00,-5
1077910890,7.0,2026-01-10 10:15:00,-5
1077915778,7.0,2026-01-10 10:30:00,-5
1077920347,7.05,2026-01-10 10:45:00,-5
1077924963,7.1,2026-01-10 11:00:00,-5
1077929571,7.1,2026-01-10 11:15:00,-5
1077934518,7.1,2026-01-10 11:30:00,-5
1077939462,7.1,2026-01-10 11:45:00,-5
1077944145,7.2,2026-01-10 12:00:00,-5
1077949167,7.2,2026-01-10 12:15:00,-5
1077953960,7.2,2026-01-10 12:30:00,-5
1077958958,7.2,2026-01-10 12:45:00,-5
1077963638,7.2,2026-01-10 13:00:00,-5
1077968437,7.4,2026-01-10 13:15:00,-5
1077973269,7.5,2026-01-10 13:30:00,-5
1077978130,7.6,2026-01-10 13:45:00,-5
1077983081,7.7,2026-01-10 14:00:00,-5
1077987875,7.5,2026-01-10 14:15:00,-5
1077992609,7.3,2026-01-10 14:30:00,-5
1077997480,7.2,2026-01-10 14:45:00,-5
1078002213,7.1,2026-01-10 15:00:00,-5
1078007161,7.0,2026-01-10 15:15:00,-5
1078012072,7.0,2026-01-10 15:30:00,-5
1078016884,7.0,2026-01-10 15:45:00,-5
1078021576,6.9,2026-01-10 16:00:00,-5
1078026435,6.9,2026-01-10 16:15:00,-5
1078031116,6.8,2026-01-10 16:30:00,-5
1078036047,6.8,2026-01-10 16:45:00,-5
1078040618,6.8,2026-01-10 17:00:00,-5
1078045525,6.7,2026-01-10 17:15:00,-5
1078050229,6.7,2026-01-10 17:30:00,-5
1078055065,6.68,2026-01-10 17:45:00,-5
1078059796,6.6,2026-01-10 18:00:00,-5
1078064736,6.6,2026-01-10 18:15:00,-5
1078069415,6.6,2026-01-10 18:30:00,-5
1078074242,6.6,2026-01-10 18:45:00,-5
1078078846,6.5,2026-01-10 19:00:00,-5
1078083676,6.5,2026-01-10 19:15:00,-5
1078088458,6.5,2026-01-10 19:30:00,-5
1078093053,6.5,2026-01-10 19:45:00,-5
1078097441,6.5,2026-01-10 20:00:00,-5
1078102061,6.5,2026-01-10 20:15:00,-5
1078106552,6.5,2026-01-10 20:30:00,-5
1078111099,6.5,2026-01-10 20:45:00,-5
1078115692,6.5,2026-01-10 21:00:00,-5
1078120308,6.6,2026-01-10 21:15:00,-5
1078124880,6.6,2026-01-10 21:30:00,-5
1078129032,6.6,2026-01-10 21:45:00,-5
1078133655,6.7,2026-01-10 22:00:00,-5
1078138283,6.8,2026-01-10 22:15:00,-5
1078142744,6.7,2026-01-10 22:30:00,-5
1078147265,6.7,2026-01-10 22:45:00,-5
1078151750,6.7,2026-01-10 23:00:00,-5
1078156257,6.7,2026-01-10 23:15:00,-5
1078160703,6.68,2026-01-10 23:30:00,-5
1078165179,6.7,2026-01-10 23:45:00,-5
1078169809,6.7,2026-01-11 00:00:00,-5
1078174297,6.7,2026-01-11 00:15:00,-5
1078178738,6.7,2026-01-11 00:30:00,-5
1078183243,6.7,2026-01-11 00:45:00,-5
1078187744,6.8,2026-01-11 01:00:00,-5
1078192254,6.8,2026-01-11 01:15:00,-5
1078196770,6.8,2026-01-11 01:30:00,-5
1078201338,6.8,2026-01-11 01:45:00,-5
1078205652,6.8,2026-01-11 02:00:00,-5
1078210280,6.8,2026-01-11 02:15:00,-5
1078214724,6.8,2026-01-11 02:30:00,-5
1078219122,6.9,2026-01-11 02:45:00,-5
1078223526,6.9,2026-01-11 03:00:00,-5
1078228031,6.9,2026-01-11 03:15:00,-5
1078232509,6.9,2026-01-11 03:30:00,-5
1078236893,6.9,2026-01-11 03:45:00,-5
1078241523,6.9,2026-01-11 04:00:00,-5
1078246013,6.9,2026-01-11 04:15:00,-5
1078250511,6.9,2026-01-11 04:30:00,-5
1078254901,6.98,2026-01-11 04:45:00,-5
1078259333,7.0,2026-01-11 05:00:00,-5
1078263848,7.0,2026-01-11 05:15:00,-5
1078268297,7.0,2026-01-11 05:30:00,-5
1078272718,7.0,2026-01-11 05:45:00,-5
1078277096,7.0,2026-01-11 06:00:00,-5
1078281724,7.0,2026-01-11 06:15:00,-5
1078286194,7.0,2026-01-11 06:30:00,-5
1078290639,7.0,2026-01-11 06:45:00,-5
1078295152,7.0,2026-01-11 07:00:00,-5
1078299717,7.0,2026-01-11 07:15:00,-5
1078304072,7.0,2026-01-11 07:30:00,-5
1078308486,7.0,2026-01-11 07:45:00,-5
1078313154,6.9,2026-01-11 08:00:00,-5
1078317815,6.9,2026-01-11 08:15:00,-5
1078322143,6.9,2026-01-11 08:30:00,-5
1078326618,6.9,2026-01-11 08:45:00,-5
1078331255,6.9,2026-01-11 09:00:00,-5
1078335839,6.8,2026-01-11 09:15:00,-5
1078340414,6.9,2026-01-11 09:30:00,-5
1078345069,6.9,2026-01-11 09:45:00,-5
1078349508,7.0,2026-01-11 10:00:00,-5
1078354433,7.1,2026-01-11 10:15:00,-5
1078359240,7.2,2026-01-11 10:30:00,-5
1078363990,7.3,2026-01-11 10:45:00,-5
1078368476,7.3,2026-01-11 11:00:00,-5
1078373225,7.3,2026-01-11 11:15:00,-5
1078377799,7.4,2026-01-11 11:30:00,-5
1078382565,7.3,2026-01-11 11:45:00,-5
1078387496,7.4,2026-01-11 12:00:00,-5
1078392220,7.4,2026-01-11 12:15:00,-5
1078396706,7.4,2026-01-11 12:30:00,-5
1078401377,7.5,2026-01-11 12:45:00,-5
1078406002,7.5,2026-01-11 13:00:00,-5
1078410573,7.6,2026-01-11 13:15:00,-5
1078415344,7.6,2026-01-11 13:30:00,-5
1078420064,7.7,2026-01-11 13:45:00,-5
1078424748,7.7,2026-01-11 14:00:00,-5
1078429512,7.7,2026-01-11 14:15:00,-5
1078434102,7.7,2026-01-11 14:30:00,-5
1078438698,7.6,2026-01-11 14:45:00,-5
1078443417,7.6,2026-01-11 15:00:00,-5
1078448058,7.6,2026-01-11 15:15:00,-5
1078452796,7.6,2026-01-11 15:30:00,-5
1078457375,7.5,2026-01-11 15:45:00,-5
1078462469,7.4,2026-01-11 16:00:00,-5
1078466849,7.22,2026-01-11 16:15:00,-5
1078471409,7.1,2026-01-11 16:30:00,-5
1078476028,7.0,2026-01-11 16:45:00,-5
1078480620,6.9,2026-01-11 17:00:00,-5
1078485155,6.7,2026-01-11 17:15:00,-5
1078489941,6.6,2026-01-11 17:30:00,-5
1078494550,6.4,2026-01-11 17:45:00,-5
1078499071,6.3,2026-01-11 18:00:00,-5
1078503714,6.2,2026-01-11 18:15:00,-5
1078508266,6.1,2026-01-11 18:30:00,-5
1078512892,6.0,2026-01-11 18:45:00,-5
1078517449,5.9,2026-01-11 19:00:00,-5
1078522295,5.8,2026-01-11 19:15:00,-5
1078526860,5.7,2026-01-11 19:30:00,-5
1078531332,5.7,2026-01-11 19:45:00,-5
1078536143,5.6,2026-01-11 20:00:00,-5
1078540729,5.6,2026-01-11 20:15:00,-5
1078545358,5.5,2026-01-11 20:30:00,-5
1078549843,5.5,2026-01-11 20:45:00,-5
1078554346,5.4,2026-01-11 21:00:00,-5
1078558892,5.3,2026-01-11 21:15:00,-5
1078563334,5.3,2026-01-11 21:30:00,-5
1078567902,5.2,2026-01-11 21:45:00,-5
1078572408,5.2,2026-01-11 22:00:00,-5
1078577217,5.1,2026-01-11 22:15:00,-5
1078581695,5.0,2026-01-11 22:30:00,-5
1078586240,5.0,2026-01-11 22:45:00,-5
1078590782,4.9,2026-01-11 23:00:00,-5
1078595277,4.8,2026-01-11 23:15:00,-5
1078599847,4.7,2026-01-11 23:30:00,-5
1078604305,4.7,2026-01-11 23:45:00,-5
1078608874,4.6,2026-01-12 00:00:00,-5
1078613400,4.52,2026-01-12 00:15:00,-5
1078617962,4.5,2026-01-12 00:30:00,-5
1078622585,4.4,2026-01-12 00:45:00,-5
1078627100,4.4,2026-01-12 01:00:00,-5
1078631679,4.3,2026-01-12 01:15:00,-5
1078636222,4.3,2026-01-12 01:30:00,-5
1078640782,4.2,2026-01-12 01:45:00,-5
1078645385,4.2,2026-01-12 02:00:00,-5
1078649937,4.2,2026-01-12 02:15:00,-5
1078654440,4.1,2026-01-12 02:30:00,-5
1078659001,4.1,2026-01-12 02:45:00,-5
1078663462,4.1,2026-01-12 03:00:00,-5
1078668087,4.03,2026-01-12 03:15:00,-5
1078672543,4.0,2026-01-12 03:30:00,-5
1078677120,4.0,2026-01-12 03:45:00,-5
1078681588,3.9,2026-01-12 04:00:00,-5
1078686136,3.9,2026-01-12 04:15:00,-5
1078690581,3.9,2026-01-12 04:30:00,-5
1078695128,3.9,2026-01-12 04:45:00,-5
1078699536,3.8,2026-01-12 05:00:00,-5
1078704065,3.8,2026-01-12 05:15:00,-5
1078708538,3.8,2026-01-12 05:30:00,-5
1078713061,3.7,2026-01-12 05:45:00,-5
1078717477,3.7,2026-01-12 06:00:00,-5
1078722025,3.7,2026-01-12 06:15:00,-5
1078726378,3.68,2026-01-12 06:30:00,-5
1078730966,3.6,2026-01-12 06:45:00,-5
1078735326,3.6,2026-01-12 07:00:00,-5
1078739813,3.6,2026-01-12 07:15:00,-5
1078744221,3.5,2026-01-12 07:30:00,-5
1078748651,3.5,2026-01-12 07:45:00,-5
1078753115,3.5,2026-01-12 08:00:00,-5
1078757659,3.5,2026-01-12 08:15:00,-5
1078762278,3.5,2026-01-12 08:30:00,-5
1078766716,3.5,2026-01-12 08:45:00,-5
1078771114,3.6,2026-01-12 09:00:00,-5
1078775621,3.6,2026-01-12 09:15:00,-5
1078780240,3.7,2026-01-12 09:30:00,-5
1078784699,3.9,2026-01-12 09:45:00,-5
1078789196,4.0,2026-01-12 10:00:00,-5
1078793832,4.18,2026-01-12 10:15:00,-5
1078798335,4.2,2026-01-12 10:30:00,-5
1078803520,4.3,2026-01-12 10:45:00,-5
1078807956,4.3,2026-01-12 11:00:00,-5
1078812538,4.4,2026-01-12 11:15:00,-5
1078817417,4.4,2026-01-12 11:30:00,-5
1078821923,4.5,2026-01-12 11:45:00,-5
1078826763,4.7,2026-01-12 12:00:00,-5
1078831295,4.8,2026-01-12 12:15:00,-5
1078836075,4.9,2026-01-12 12:30:00,-5
1078840648,4.92,2026-01-12 12:45:00,-5
1078845324,5.0,2026-01-12 13:00:00,-5
1078850093,5.2,2026-01-12 13:15:00,-5
1078854785,5.2,2026-01-12 13:30:00,-5
1078859517,5.4,2026-01-12 13:45:00,-5
1078864095,5.5,2026-01-12 14:00:00,-5
1078868929,5.6,2026-01-12 14:15:00,-5
1078873729,5.7,2026-01-12 14:30:00,-5
1078878216,5.7,2026-01-12 14:45:00,-5
1078882928,5.8,2026-01-12 15:00:00,-5
1078887604,5.8,2026-01-12 15:15:00,-5
1078892513,5.8,2026-01-12 15:30:00,-5
1078897194,5.8,2026-01-12 15:45:00,-5
1078901809,5.8,2026-01-12 16:00:00,-5
1078906552,5.8,2026-01-12 16:15:00,-5
1078911133,5.8,2026-01-12 16:30:00,-5
1078915768,5.7,2026-01-12 16:45:00,-5
1078920400,5.7,2026-01-12 17:00:00,-5
1078925255,5.6,2026-01-12 17:15:00,-5
1078929803,5.5,2026-01-12 17:30:00,-5
1078934445,5.5,2026-01-12 17:45:00,-5
1078938960,5.4,2026-01-12 18:00:00,-5
1078943727,5.3,2026-01-12 18:15:00,-5
1078948287,5.3,2026-01-12 18:30:00,-5
1078952895,5.2,2026-01-12 18:45:00,-5
1078957583,5.2,2026-01-12 19:00:00,-5
1078962223,5.1,2026-01-12 19:15:00,-5
1078967126,5.0,2026-01-12 19:30:00,-5
1078971692,5.0,2026-01-12 19:45:00,-5
1078976286,4.9,2026-01-12 20:00:00,-5
1078981019,4.8,2026-01-12 20:15:00,-5
1078985666,4.8,2026-01-12 20:30:00,-5
